District,Major_Schemes_Sown,Minor_Schemes_Sown,Rainfed_Sown,All_Schemes_Sown,Major_Schemes_Harvested,Minor_Schemes_Harvested,Rainfed_Harvested,All_Schemes_Harvested,Major_Schemes_Yield,Minor_Schemes_Yield,Rainfed_Yield,Average_Yield,Nett_Extent_Harvested,Total_Production,Source_File,Season,Year
MULATIVU,500.0,2088.0,0.0,2588.0,2082.0,500.0,0.0,2582.0,3638.0,3391.0,0.0,3590.0,2443.0,8772.0,2012 Yala.csv,Yala,2012
KILLINOCHCHI,15.0,5756.0,0.0,5771.0,4797.0,11.0,0.0,4808.0,4033.0,3609.0,0.0,4032.0,4537.0,18293.0,2012 Yala.csv,Yala,2012
BATTICALOA,2444.0,19123.0,2320.0,23887.0,19123.0,2444.0,2320.0,23887.0,4031.0,3735.0,3665.0,3965.0,21083.0,83599.0,2012 Yala.csv,Yala,2012
AMPARA,1807.0,58474.0,583.0,60864.0,57503.0,1671.0,575.0,59749.0,4772.0,3625.0,3617.0,4729.0,57103.0,270027.0,2012 Yala.csv,Yala,2012
TRINCOMALEE,1412.0,14695.0,0.0,16107.0,14573.0,1373.0,0.0,15946.0,4473.0,4260.0,0.0,4455.0,14813.0,65988.0,2012 Yala.csv,Yala,2012
KURUNEGALA,17416.0,8914.0,15187.0,41517.0,4776.0,6360.0,4017.0,15153.0,4252.0,3119.0,2880.0,3413.0,15153.0,51712.0,2012 Yala.csv,Yala,2012
PUTTALAM,2400.0,3496.0,445.0,6341.0,3145.0,1138.0,183.0,4466.0,3881.0,2897.0,2707.0,3582.0,3797.0,13600.0,2012 Yala.csv,Yala,2012
ANURADHAPURA,10062.0,16506.0,0.0,26568.0,14304.0,7796.0,0.0,22100.0,4241.0,3696.0,0.0,4049.0,17771.0,71951.0,2012 Yala.csv,Yala,2012
POLONNARUWA,2559.0,50893.0,0.0,53452.0,43396.0,2118.0,0.0,45514.0,4252.0,3119.0,0.0,4199.0,40262.0,169071.0,2012 Yala.csv,Yala,2012
BADULLA,3898.0,7744.0,34.0,11676.0,7672.0,3784.0,34.0,11490.0,4534.0,3563.0,2585.0,4208.0,9766.0,41101.0,2012 Yala.csv,Yala,2012
MONARAGALA,5653.0,6790.0,1025.0,13468.0,6598.0,4520.0,590.0,11708.0,4781.0,2919.0,2677.0,3956.0,11474.0,45392.0,2012 Yala.csv,Yala,2012
RATNAPURA,5378.0,2046.0,2319.0,9743.0,1982.0,5102.0,2038.0,9122.0,4499.0,3307.0,2776.0,3447.0,7753.0,26729.0,2012 Yala.csv,Yala,2012
KEGALLE,1002.0,0.0,1880.0,2882.0,0.0,819.0,1456.0,2275.0,0.0,2864.0,2652.0,2728.0,2131.0,5814.0,2012 Yala.csv,Yala,2012
UDA_WALAWE,0.0,11644.0,0.0,11644.0,11644.0,0.0,0.0,11644.0,5052.0,0.0,0.0,5052.0,9898.0,50004.0,2012 Yala.csv,Yala,2012
MAHAWELI_H,0.0,12533.0,0.0,12533.0,2172.0,0.0,0.0,2172.0,5316.0,0.0,0.0,5316.0,1948.0,10355.0,2012 Yala.csv,Yala,2012
COLOMBO,87.0,973.0,3002.0,4062.0,87.0,973.0,3002.0,4062.0,3508.0,3692.0,3568.0,3597.0,3453.0,12418.0,2012-2013 Maha.csv,Maha,2012-2013
GAMPAHA,1758.0,3388.0,6030.0,11176.0,1758.0,3380.0,6015.0,11153.0,3959.0,3955.0,3573.0,3750.0,9480.0,35547.0,2012-2013 Maha.csv,Maha,2012-2013
KALUTARA,93.0,2321.0,11224.0,13638.0,93.0,2310.0,11179.0,13582.0,3250.0,3249.0,3073.0,3105.0,12529.0,38898.0,2012-2013 Maha.csv,Maha,2012-2013
KANDY,4089.0,5462.0,2441.0,11992.0,4089.0,5426.0,2430.0,11944.0,4845.0,3709.0,3295.0,4013.0,9446.0,37909.0,2012-2013 Maha.csv,Maha,2012-2013
MATALE,6948.0,9036.0,5184.0,21168.0,6908.0,8940.0,5160.0,21008.0,5179.0,4296.0,3556.0,4404.0,18892.0,83208.0,2012-2013 Maha.csv,Maha,2012-2013
NUWARAELIYA,1015.0,4373.0,29.0,5418.0,1015.0,4373.0,29.0,5418.0,2952.0,5840.0,2727.0,5282.0,3053.0,16125.0,2012-2013 Maha.csv,Maha,2012-2013
GALLE,102.0,723.0,13317.0,14141.0,102.0,723.0,13200.0,14024.0,3867.0,3940.0,3528.0,3552.0,10975.0,38984.0,2012-2013 Maha.csv,Maha,2012-2013
MATARA,3953.0,3521.0,7871.0,15344.0,3705.0,3277.0,7630.0,14613.0,4416.0,3795.0,3810.0,3960.0,11537.0,45691.0,2012-2013 Maha.csv,Maha,2012-2013
HAMBANTOTA,21216.0,6082.0,1648.0,28946.0,21093.0,6071.0,1638.0,28802.0,6958.0,5950.0,3956.0,6575.0,25164.0,165450.0,2012-2013 Maha.csv,Maha,2012-2013
JAFFNA,0.0,0.0,10219.0,10219.0,0.0,0.0,10031.0,10031.0,0.0,0.0,2388.0,2388.0,8902.0,21260.0,2012-2013 Maha.csv,Maha,2012-2013
MANNAR,12984.0,2610.0,70.0,15663.0,12263.0,2494.0,67.0,14824.0,5663.0,4818.0,3094.0,5509.0,14154.0,77975.0,2012-2013 Maha.csv,Maha,2012-2013
VAVUNIYA,4150.0,11801.0,2079.0,18030.0,4102.0,11644.0,2058.0,17803.0,3942.0,3690.0,3462.0,3722.0,16797.0,62512.0,2012-2013 Maha.csv,Maha,2012-2013
MULATIVU,5919.0,3338.0,4830.0,14087.0,4038.0,2673.0,3014.0,9726.0,2836.0,3395.0,1853.0,2685.0,9176.0,24639.0,2012-2013 Maha.csv,Maha,2012-2013
KILLINOCHCHI,10862.0,443.0,11423.0,22728.0,5370.0,229.0,5808.0,11407.0,3715.0,3829.0,4704.0,4221.0,10123.0,42725.0,2012-2013 Maha.csv,Maha,2012-2013
BATTICALOA,22218.0,3236.0,40822.0,66276.0,21401.0,3110.0,38236.0,62747.0,2224.0,2065.0,2013.0,2088.0,55380.0,115630.0,2012-2013 Maha.csv,Maha,2012-2013
AMPARA,63130.0,4027.0,15765.0,82921.0,62321.0,3802.0,14334.0,80456.0,4413.0,3307.0,2861.0,4084.0,76892.0,314015.0,2012-2013 Maha.csv,Maha,2012-2013
TRINCOMALEE,18165.0,8015.0,8831.0,35011.0,16434.0,7464.0,7208.0,31107.0,3887.0,2172.0,3665.0,3424.0,28898.0,98955.0,2012-2013 Maha.csv,Maha,2012-2013
KURUNEGALA,15040.0,38575.0,27965.0,81580.0,14825.0,38251.0,27774.0,80851.0,5388.0,4821.0,4476.0,4806.0,80851.0,388598.0,2012-2013 Maha.csv,Maha,2012-2013
PUTTALAM,7889.0,10541.0,1925.0,20354.0,7085.0,9915.0,1830.0,18830.0,5382.0,4123.0,4142.0,4599.0,16005.0,73606.0,2012-2013 Maha.csv,Maha,2012-2013
ANURADHAPURA,32134.0,53518.0,14946.0,100598.0,30327.0,50763.0,14202.0,95292.0,4878.0,4339.0,4051.0,4467.0,76624.0,342315.0,2012-2013 Maha.csv,Maha,2012-2013
POLONNARUWA,55999.0,8122.0,2252.0,66372.0,54644.0,7160.0,2252.0,64055.0,5012.0,4066.0,4527.0,4889.0,56663.0,277045.0,2012-2013 Maha.csv,Maha,2012-2013
BADULLA,11249.0,12114.0,5899.0,29262.0,11249.0,12109.0,5897.0,29255.0,5104.0,4669.0,4833.0,4869.0,24867.0,121086.0,2012-2013 Maha.csv,Maha,2012-2013
MONARAGALA,9277.0,10385.0,17100.0,36762.0,9275.0,10368.0,17087.0,36730.0,5035.0,4383.0,3786.0,4270.0,35996.0,153684.0,2012-2013 Maha.csv,Maha,2012-2013
RATNAPURA,2210.0,7062.0,3314.0,12586.0,2210.0,7058.0,3306.0,12574.0,4977.0,3676.0,3148.0,3766.0,10688.0,40249.0,2012-2013 Maha.csv,Maha,2012-2013
KEGALLE,0.0,1763.0,3330.0,5093.0,0.0,1760.0,3328.0,5089.0,0.0,4333.0,3696.0,3916.0,4767.0,18669.0,2012-2013 Maha.csv,Maha,2012-2013
UDA_WALAWE,12278.0,0.0,0.0,12278.0,12278.0,0.0,0.0,12278.0,6405.0,0.0,0.0,6405.0,12032.0,77070.0,2012-2013 Maha.csv,Maha,2012-2013
MAHAWELI_H,23930.0,0.0,0.0,23930.0,23930.0,0.0,0.0,23930.0,5686.0,0.0,0.0,5686.0,21460.0,122013.0,2012-2013 Maha.csv,Maha,2012-2013
COLOMBO,37.0,295.0,924.0,1257.0,37.0,295.0,915.0,1247.0,3145.0,2755.0,2422.0,2522.0,1060.0,2673.0,2013 Yala.csv,Yala,2013
GAMPAHA,1436.0,1466.0,1911.0,4813.0,1389.0,1420.0,1904.0,4713.0,3615.0,2736.0,2585.0,2934.0,4006.0,11753.0,2013 Yala.csv,Yala,2013
KALUTARA,64.0,1243.0,5599.0,6906.0,64.0,1243.0,5598.0,6906.0,2475.0,2639.0,2518.0,2539.0,6370.0,16175.0,2013 Yala.csv,Yala,2013
GALLE,24.0,203.0,3830.0,4057.0,24.0,203.0,3823.0,4050.0,3919.0,2657.0,2663.0,2670.0,3169.0,8461.0,2013 Yala.csv,Yala,2013
MATARA,3074.0,2614.0,5643.0,11331.0,3074.0,2610.0,5610.0,11294.0,4170.0,3242.0,3203.0,3475.0,8916.0,30986.0,2013 Yala.csv,Yala,2013
RATNAPURA,2186.0,4856.0,1422.0,8465.0,2185.0,4853.0,1419.0,8457.0,5568.0,3522.0,2867.0,3941.0,7188.0,28329.0,2013 Yala.csv,Yala,2013
KEGALLE,0.0,1562.0,3162.0,4725.0,0.0,1543.0,3118.0,4661.0,0.0,2926.0,2712.0,2783.0,4367.0,12150.0,2013 Yala.csv,Yala,2013
KURUNEGALA,11660.0,23105.0,17696.0,52461.0,11657.0,22989.0,17653.0,52300.0,4280.0,3679.0,3104.0,3619.0,52300.0,189281.0,2013 Yala.csv,Yala,2013
PUTTALAM,5986.0,5021.0,526.0,11533.0,5796.0,4851.0,506.0,11154.0,4266.0,3468.0,2881.0,3856.0,9481.0,36558.0,2013 Yala.csv,Yala,2013
KANDY,3749.0,2854.0,1856.0,8459.0,3749.0,2843.0,1846.0,8439.0,4922.0,2814.0,2543.0,3691.0,6673.0,24633.0,2013 Yala.csv,Yala,2013
MATALE,5000.0,3794.0,524.0,9318.0,4999.0,3780.0,514.0,9292.0,5197.0,4092.0,2828.0,4617.0,8356.0,38580.0,2013 Yala.csv,Yala,2013
NUWARAELIYA,385.0,1439.0,8.0,1832.0,385.0,1439.0,8.0,1832.0,3973.0,2990.0,2681.0,3196.0,1033.0,3300.0,2013 Yala.csv,Yala,2013
BADULLA,8723.0,4724.0,37.0,13485.0,8723.0,4724.0,37.0,13485.0,5064.0,3302.0,3510.0,4443.0,11462.0,50922.0,2013 Yala.csv,Yala,2013
MONARAGALA,8223.0,6037.0,1085.0,15346.0,8223.0,6013.0,1083.0,15319.0,4146.0,3255.0,2719.0,3696.0,15013.0,55482.0,2013 Yala.csv,Yala,2013
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013 Yala.csv,Yala,2013
KILLINOCHCHI,5795.0,30.0,0.0,5825.0,5795.0,30.0,0.0,5825.0,5641.0,3609.0,0.0,5630.0,5169.0,29102.0,2013 Yala.csv,Yala,2013
VAVUNIYA,2195.0,3067.0,7.0,5270.0,2195.0,3067.0,7.0,5270.0,4962.0,4712.0,2578.0,4813.0,4972.0,23930.0,2013 Yala.csv,Yala,2013
MULATIVU,2946.0,950.0,0.0,3896.0,2946.0,950.0,0.0,3896.0,5290.0,5033.0,0.0,5227.0,3676.0,19215.0,2013 Yala.csv,Yala,2013
MANNAR,861.0,1388.0,0.0,2248.0,861.0,1388.0,0.0,2248.0,5357.0,5904.0,0.0,5694.0,2147.0,12225.0,2013 Yala.csv,Yala,2013
ANURADHAPURA,23682.0,23103.0,104.0,46888.0,23674.0,23073.0,104.0,46850.0,4607.0,3961.0,2578.0,4284.0,37672.0,161406.0,2013 Yala.csv,Yala,2013
POLONNARUWA,55296.0,7207.0,0.0,62503.0,55296.0,7207.0,0.0,62503.0,4788.0,4245.0,0.0,4725.0,55290.0,261263.0,2013 Yala.csv,Yala,2013
TRINCOMALEE,18041.0,4861.0,110.0,23012.0,18041.0,4861.0,110.0,23012.0,4774.0,4748.0,2578.0,4758.0,21379.0,101718.0,2013 Yala.csv,Yala,2013
BATTICALOA,21878.0,3719.0,1960.0,27556.0,21878.0,3719.0,1960.0,27556.0,4570.0,4564.0,5045.0,4603.0,24321.0,111943.0,2013 Yala.csv,Yala,2013
AMPARA,61696.0,2529.0,178.0,64403.0,61657.0,2517.0,178.0,64352.0,4842.0,4696.0,3609.0,4833.0,61502.0,297229.0,2013 Yala.csv,Yala,2013
HAMBANTOTA,20108.0,4833.0,955.0,25896.0,20062.0,4833.0,955.0,25850.0,5166.0,4550.0,3425.0,4987.0,22585.0,112623.0,2013 Yala.csv,Yala,2013
UDA_WALAWE,11994.0,0.0,0.0,11994.0,11994.0,0.0,0.0,11994.0,6198.0,0.0,0.0,6198.0,11754.0,72844.0,2013 Yala.csv,Yala,2013
MAHAWELI_H,14134.0,0.0,0.0,14134.0,14134.0,0.0,0.0,14134.0,4865.0,0.0,0.0,4865.0,12676.0,61670.0,2013 Yala.csv,Yala,2013
COLOMBO,66.0,899.0,2800.0,3765.0,65.0,896.0,2765.0,3726.0,2641.0,3874.0,3468.0,3551.0,3167.0,11248.0,2013-2014 Maha.csv,Maha,2013-2014
GAMPAHA,1665.0,3501.0,5480.0,10646.0,1665.0,3500.0,5471.0,10636.0,2753.0,3075.0,3392.0,3188.0,9041.0,28817.0,2013-2014 Maha.csv,Maha,2013-2014
KALUTARA,96.0,2162.0,10486.0,12744.0,96.0,2158.0,10437.0,12691.0,2808.0,2636.0,2973.0,2915.0,11707.0,34125.0,2013-2014 Maha.csv,Maha,2013-2014
GALLE,98.0,656.0,11949.0,12703.0,98.0,656.0,11856.0,12610.0,3838.0,3576.0,3656.0,3653.0,9869.0,36054.0,2013-2014 Maha.csv,Maha,2013-2014
MATARA,3581.0,3235.0,7074.0,13890.0,3570.0,3222.0,7055.0,13847.0,3966.0,4044.0,3765.0,3882.0,10932.0,42438.0,2013-2014 Maha.csv,Maha,2013-2014
RATNAPURA,2082.0,6757.0,3064.0,11903.0,2082.0,6742.0,3051.0,11875.0,4397.0,4318.0,3231.0,4053.0,10094.0,40905.0,2013-2014 Maha.csv,Maha,2013-2014
KEGALLE,0.0,2099.0,3989.0,6088.0,0.0,2066.0,3880.0,5946.0,3568.0,3225.0,3344.0,5570.0,18629.0,0.0,2013-2014 Maha.csv,Maha,2013-2014
KURUNEGALA,11973.0,24623.0,24542.0,61138.0,11851.0,22725.0,20904.0,55480.0,4518.0,4188.0,3665.0,4062.0,55480.0,225332.0,2013-2014 Maha.csv,Maha,2013-2014
PUTTALAM,4673.0,7942.0,1329.0,13944.0,4592.0,7073.0,923.0,12588.0,4298.0,3957.0,3832.0,4072.0,10700.0,43571.0,2013-2014 Maha.csv,Maha,2013-2014
KANDY,4111.0,5393.0,2522.0,12026.0,4107.0,5244.0,2472.0,11823.0,5056.0,3732.0,3709.0,4187.0,9350.0,39150.0,2013-2014 Maha.csv,Maha,2013-2014
MATALE,6771.0,7765.0,4042.0,18578.0,6538.0,7174.0,3377.0,17089.0,4003.0,4268.0,3201.0,3956.0,15368.0,60792.0,2013-2014 Maha.csv,Maha,2013-2014
NUWARAELIYA,914.0,4091.0,26.0,5031.0,914.0,4085.0,26.0,5025.0,4228.0,4444.0,4084.0,4403.0,2832.0,12468.0,2013-2014 Maha.csv,Maha,2013-2014
BADULLA,11119.0,10935.0,5583.0,27637.0,11117.0,10689.0,2936.0,24742.0,5816.0,4106.0,4084.0,4872.0,21031.0,102456.0,2013-2014 Maha.csv,Maha,2013-2014
MONARAGALA,7592.0,10051.0,17171.0,34814.0,7534.0,8942.0,7161.0,23637.0,5078.0,4082.0,2660.0,3969.0,23164.0,91936.0,2013-2014 Maha.csv,Maha,2013-2014
JAFFNA,0.0,0.0,10180.0,10180.0,0.0,0.0,2624.0,2624.0,0.0,0.0,1547.0,1547.0,2329.0,3602.0,2013-2014 Maha.csv,Maha,2013-2014
KILLINOCHCHI,10728.0,480.0,11689.0,22897.0,9789.0,162.0,3447.0,13398.0,4272.0,3064.0,4118.0,4218.0,11889.0,50149.0,2013-2014 Maha.csv,Maha,2013-2014
VAVUNIYA,1401.0,5965.0,1011.0,8377.0,951.0,4190.0,331.0,5472.0,3944.0,3348.0,2626.0,3408.0,5163.0,17595.0,2013-2014 Maha.csv,Maha,2013-2014
MULATIVU,5345.0,3286.0,4166.0,12797.0,4079.0,1690.0,617.0,6386.0,2724.0,2434.0,1853.0,2563.0,6025.0,15443.0,2013-2014 Maha.csv,Maha,2013-2014
MANNAR,3874.0,1412.0,27.0,5313.0,3672.0,1294.0,23.0,4989.0,5208.0,5429.0,2810.0,5254.0,4763.0,25027.0,2013-2014 Maha.csv,Maha,2013-2014
ANURADHAPURA,22210.0,19990.0,10589.0,52789.0,21370.0,13625.0,4653.0,39648.0,4223.0,3873.0,2477.0,3898.0,31881.0,124275.0,2013-2014 Maha.csv,Maha,2013-2014
POLONNARUWA,54824.0,5968.0,1408.0,62200.0,54805.0,5554.0,987.0,61346.0,4795.0,5228.0,3861.0,4819.0,54267.0,261525.0,2013-2014 Maha.csv,Maha,2013-2014
TRINCOMALEE,13584.0,5146.0,7403.0,26133.0,13308.0,3632.0,4817.0,21757.0,4885.0,4607.0,4846.0,4830.0,20212.0,97630.0,2013-2014 Maha.csv,Maha,2013-2014
BATTICALOA,20911.0,3127.0,38166.0,62204.0,20911.0,3127.0,38166.0,62204.0,3581.0,2021.0,2801.0,3024.0,54901.0,166010.0,2013-2014 Maha.csv,Maha,2013-2014
AMPARA,62665.0,3881.0,15394.0,81940.0,62435.0,3577.0,12969.0,78981.0,5280.0,4045.0,3215.0,4885.0,75482.0,368748.0,2013-2014 Maha.csv,Maha,2013-2014
HAMBANTOTA,20021.0,5423.0,1438.0,26882.0,20014.0,5262.0,1403.0,26679.0,5806.0,5053.0,4571.0,5592.0,23309.0,130352.0,2013-2014 Maha.csv,Maha,2013-2014
UDA_WALAWE,12029.0,0.0,0.0,12029.0,12029.0,0.0,0.0,12029.0,5811.0,0.0,0.0,5811.0,11788.0,68500.0,2013-2014 Maha.csv,Maha,2013-2014
MAHAWELI_H,22641.0,0.0,0.0,22641.0,22629.0,0.0,0.0,22629.0,5868.0,0.0,0.0,5868.0,20294.0,119074.0,2013-2014 Maha.csv,Maha,2013-2014
COLOMBO,23.0,181.0,778.0,983.0,23.0,179.0,776.0,978.0,3171.0,3089.0,3066.0,3073.0,831.0,2555.0,2014 Yala.csv,Yala,2014
GAMPAHA,1456.0,1575.0,2140.0,5171.0,1325.0,1567.0,2120.0,5012.0,3720.0,3124.0,2882.0,3179.0,4260.0,13542.0,2014 Yala.csv,Yala,2014
KALUTARA,64.0,1160.0,5048.0,6272.0,64.0,1160.0,5037.0,6260.0,2589.0,2878.0,2806.0,2817.0,5775.0,16269.0,2014 Yala.csv,Yala,2014
KANDY,3713.0,2783.0,1622.0,8118.0,3713.0,2780.0,1618.0,8110.0,4366.0,3375.0,2567.0,3667.0,6414.0,23521.0,2014 Yala.csv,Yala,2014
MATALE,3113.0,2959.0,434.0,6507.0,3113.0,2828.0,354.0,6295.0,4623.0,3831.0,2865.0,4169.0,5661.0,23598.0,2014 Yala.csv,Yala,2014
NUWARAELIYA,414.0,1423.0,2.0,1839.0,414.0,1423.0,2.0,1839.0,4084.0,4332.0,2794.0,4274.0,1036.0,4430.0,2014 Yala.csv,Yala,2014
GALLE,0.0,161.0,4606.0,4767.0,0.0,161.0,4606.0,4767.0,0.0,2609.0,2739.0,2735.0,3731.0,10204.0,2014 Yala.csv,Yala,2014
MATARA,2733.0,2884.0,5604.0,11221.0,2723.0,2856.0,5596.0,11175.0,4861.0,2883.0,2949.0,3398.0,8823.0,29982.0,2014 Yala.csv,Yala,2014
HAMBANTOTA,18305.0,2623.0,596.0,21524.0,17724.0,2388.0,532.0,20644.0,4535.0,5724.0,2748.0,4627.0,18037.0,83451.0,2014 Yala.csv,Yala,2014
JAFFNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014 Yala.csv,Yala,2014
MANNAR,955.0,771.0,0.0,1726.0,601.0,594.0,0.0,1195.0,3847.0,4094.0,0.0,3970.0,1141.0,4530.0,2014 Yala.csv,Yala,2014
VAVUNIYA,664.0,893.0,0.0,1557.0,664.0,619.0,0.0,1283.0,4909.0,4075.0,0.0,4507.0,1210.0,5455.0,2014 Yala.csv,Yala,2014
MULATIVU,284.0,156.0,0.0,440.0,284.0,140.0,0.0,424.0,3726.0,3445.0,0.0,3633.0,400.0,1453.0,2014 Yala.csv,Yala,2014
KILLINOCHCHI,324.0,0.0,0.0,324.0,324.0,0.0,0.0,324.0,4238.0,0.0,0.0,4238.0,287.0,1217.0,2014 Yala.csv,Yala,2014
BATTICALOA,17323.0,2850.0,109.0,20282.0,17323.0,2850.0,109.0,20282.0,4194.0,3805.0,3767.0,4137.0,17901.0,74062.0,2014 Yala.csv,Yala,2014
AMPARA,41371.0,1742.0,1263.0,44377.0,41367.0,1730.0,1263.0,44360.0,4782.0,3395.0,3820.0,4700.0,42395.0,199265.0,2014 Yala.csv,Yala,2014
TRINCOMALEE,7394.0,0.0,0.0,7394.0,7319.0,0.0,0.0,7319.0,4446.0,0.0,0.0,4446.0,6799.0,30225.0,2014 Yala.csv,Yala,2014
KURUNEGALA,10811.0,29492.0,19296.0,59599.0,10789.0,27290.0,14508.0,52587.0,4851.0,3632.0,2077.0,3453.0,52587.0,181603.0,2014 Yala.csv,Yala,2014
PUTTALAM,5397.0,4770.0,573.0,10741.0,5259.0,4556.0,492.0,10307.0,4298.0,3455.0,4337.0,3927.0,8761.0,34407.0,2014 Yala.csv,Yala,2014
ANURADHAPURA,9961.0,7573.0,8.0,17542.0,9808.0,6360.0,5.0,16174.0,4868.0,3833.0,2578.0,4461.0,13005.0,58012.0,2014 Yala.csv,Yala,2014
POLONNARUWA,32677.0,1876.0,0.0,34553.0,32669.0,1871.0,0.0,34540.0,4906.0,4826.0,0.0,4902.0,30554.0,149778.0,2014 Yala.csv,Yala,2014
BADULLA,8629.0,4194.0,20.0,12843.0,8557.0,4156.0,18.0,12731.0,5143.0,3953.0,3038.0,4751.0,10822.0,51419.0,2014 Yala.csv,Yala,2014
MONARAGALA,5050.0,3489.0,276.0,8814.0,4822.0,2857.0,90.0,7769.0,4048.0,3357.0,2682.0,3778.0,7614.0,28765.0,2014 Yala.csv,Yala,2014
RATNAPURA,2078.0,4227.0,1106.0,7412.0,2078.0,4227.0,1106.0,7412.0,4591.0,3078.0,3231.0,3525.0,6300.0,22207.0,2014 Yala.csv,Yala,2014
KEGALLE,0.0,1407.0,2562.0,3969.0,0.0,1391.0,2543.0,3934.0,0.0,2900.0,2689.0,2763.0,3685.0,10184.0,2014 Yala.csv,Yala,2014
UDA_WALAWE,10277.0,0.0,0.0,10277.0,10277.0,0.0,0.0,10277.0,6363.0,0.0,0.0,6363.0,10071.0,64080.0,2014 Yala.csv,Yala,2014
MAHAWELI_H,4727.0,0.0,0.0,4727.0,4727.0,0.0,0.0,4727.0,4887.0,0.0,0.0,4887.0,4239.0,20715.0,2014 Yala.csv,Yala,2014
COLOMBO,43.0,715.0,2726.0,3484.0,43.0,714.0,2725.0,3482.0,2904.0,3449.0,3435.0,3431.0,2960.0,10156.0,2014-2015 Maha.csv,Maha,2014-2015
GAMPAHA,1667.0,3505.0,5982.0,11154.0,1577.0,3479.0,5918.0,10974.0,3963.0,3725.0,3419.0,3594.0,9329.0,33529.0,2014-2015 Maha.csv,Maha,2014-2015
KALUTARA,118.0,2165.0,10737.0,13020.0,118.0,2165.0,10709.0,12992.0,3516.0,3756.0,3622.0,3644.0,11984.0,43668.0,2014-2015 Maha.csv,Maha,2014-2015
KANDY,4123.0,5445.0,2567.0,12135.0,4119.0,5430.0,2516.0,12065.0,4937.0,3885.0,3689.0,4203.0,9540.0,40102.0,2014-2015 Maha.csv,Maha,2014-2015
MATALE,6848.0,8689.0,4828.0,20365.0,6679.0,8573.0,4748.0,20000.0,5105.0,4227.0,4570.0,4602.0,17986.0,82768.0,2014-2015 Maha.csv,Maha,2014-2015
NUWARAELIYA,1144.0,4074.0,19.0,5237.0,1137.0,4054.0,19.0,5210.0,4415.0,3526.0,2722.0,3717.0,2936.0,10912.0,2014-2015 Maha.csv,Maha,2014-2015
GALLE,85.0,603.0,12442.0,13130.0,85.0,603.0,12411.0,13099.0,3922.0,3438.0,3751.0,3738.0,10252.0,38317.0,2014-2015 Maha.csv,Maha,2014-2015
MATARA,3784.0,3280.0,7383.0,14447.0,3688.0,3275.0,7341.0,14304.0,4590.0,4319.0,4080.0,4266.0,11294.0,48184.0,2014-2015 Maha.csv,Maha,2014-2015
HAMBANTOTA,19836.0,5783.0,1556.0,27175.0,19679.0,5764.0,1552.0,26995.0,6507.0,5517.0,3698.0,6134.0,23586.0,144681.0,2014-2015 Maha.csv,Maha,2014-2015
JAFFNA,0.0,0.0,10038.0,10038.0,0.0,0.0,9829.0,9829.0,0.0,0.0,3096.0,3096.0,8722.0,27000.0,2014-2015 Maha.csv,Maha,2014-2015
MANNAR,14203.0,3065.0,53.0,17321.0,13862.0,3007.0,50.0,16919.0,5540.0,5283.0,3596.0,5489.0,16154.0,88661.0,2014-2015 Maha.csv,Maha,2014-2015
VAVUNIYA,4147.0,10901.0,1793.0,16841.0,4138.0,10882.0,1785.0,16805.0,5212.0,4828.0,3823.0,4816.0,15856.0,76363.0,2014-2015 Maha.csv,Maha,2014-2015
MULATIVU,6020.0,4083.0,4510.0,14613.0,5975.0,4083.0,4498.0,14556.0,3643.0,3439.0,2816.0,3330.0,13734.0,45739.0,2014-2015 Maha.csv,Maha,2014-2015
KILLINOCHCHI,10778.0,490.0,12407.0,23675.0,9922.0,488.0,10762.0,21172.0,3779.0,3142.0,3632.0,3689.0,18788.0,69319.0,2014-2015 Maha.csv,Maha,2014-2015
BATTICALOA,19898.0,3324.0,37792.0,61014.0,15172.0,2850.0,32844.0,50866.0,2686.0,2642.0,2689.0,2686.0,44895.0,120570.0,2014-2015 Maha.csv,Maha,2014-2015
AMPARA,63072.0,3983.0,16078.0,83133.0,60146.0,3821.0,14965.0,78932.0,4420.0,3292.0,2906.0,4078.0,75435.0,307661.0,2014-2015 Maha.csv,Maha,2014-2015
TRINCOMALEE,18733.0,8045.0,7692.0,34470.0,15111.0,7186.0,5921.0,28218.0,4808.0,4072.0,4106.0,4473.0,26213.0,117256.0,2014-2015 Maha.csv,Maha,2014-2015
KURUNEGALA,16282.0,36247.0,26846.0,79375.0,15702.0,35065.0,26341.0,77108.0,4255.0,3458.0,3425.0,3609.0,77108.0,278269.0,2014-2015 Maha.csv,Maha,2014-2015
PUTTALAM,7857.0,10399.0,1860.0,20116.0,6982.0,9582.0,1726.0,18290.0,4185.0,3977.0,3675.0,4028.0,15546.0,62620.0,2014-2015 Maha.csv,Maha,2014-2015
ANURADHAPURA,31747.0,53288.0,14779.0,99814.0,28576.0,49148.0,13943.0,91667.0,5095.0,4844.0,4049.0,4802.0,73710.0,353924.0,2014-2015 Maha.csv,Maha,2014-2015
POLONNARUWA,66727.0,6445.0,1594.0,74766.0,66447.0,6445.0,1594.0,74486.0,5343.0,5157.0,4360.0,5306.0,65891.0,349625.0,2014-2015 Maha.csv,Maha,2014-2015
